ds,pt,m,rank,q0,q1,q2,q3,q4
china,nsga-iii,Delta+,4,0.127823357382145,0.192930414053337,0.211103141069562,0.271338790857343,0.336281848778347
china,tpe,Delta+,4,0.11959620183086,0.194444465798734,0.24540157288346,0.280361215930921,0.33602597859563
china,sway,Delta+,3,0.134737138385259,0.204620412903211,0.251186233878522,0.278996104473025,0.336681116119514
china,random60,Delta+,3,0.188169019407027,0.235990463179754,0.256428756923594,0.2793677062315,0.359123872568461
china,nsga-ii,Delta+,3,0.136068761962048,0.201642655829013,0.260722935134376,0.288557614734863,0.343578671732736
china,moead,Delta+,3,0.171458279731582,0.236785027338687,0.265479275040577,0.284875132297112,0.346105654927868
china,random300,Delta+,3,0.135664200819547,0.202082702560604,0.265613973561407,0.291882873654166,0.329225081414765
china,random150,Delta+,2,0.157988404180489,0.237899100557696,0.269261062028213,0.282543997410561,0.335920732026589
china,default,Delta+,1,0.199783399685601,0.255776967555467,0.277039701488017,0.302952301147084,0.349062288339036
china,default,MAR-,1,2382.58102409639,2549.6778313253,2881.28596385542,3016.03656626506,3186.30173652695
china,moead,MAR-,2,2478.42500071596,2729.4660144315,2905.91960650348,3040.01317225818,3443.37213760184
china,random60,MAR-,2,2415.8198152363,2687.98166106864,2907.27975392923,3075.57472078787,3683.30975203165
china,sway,MAR-,3,2588.39938290419,2813.75484232165,2947.2024437994,3297.11998775591,3789.40005731879
china,nsga-ii,MAR-,4,2377.16318119899,2711.33380218158,2970.41625681125,3403.3406141615,3699.22924545167
china,random150,MAR-,4,2269.65217964997,2713.77235626523,2996.31461475746,3094.5984533105,3508.76356622224
china,tpe,MAR-,5,2558.929256805,2739.11348624366,3000.10041228327,3424.8707661085,3925.0270513657
china,random300,MAR-,5,2558.09568485237,2785.24304495667,3004.5920702991,3139.45734532638,3774.53679365004
china,nsga-iii,MAR-,6,2542.38662294277,2807.1026083793,3175.58133683394,3429.67483819265,3844.98711112972
china,default,MdMRE-,1,0.573465568862275,0.626657608695652,0.641220409101356,0.675747199569241,0.765436549197515
china,random60,MdMRE-,2,0.624291912825351,0.681487748494732,0.705251397027668,0.800374050533071,1.2452858119433
china,random150,MdMRE-,2,0.617393082608526,0.653473363419471,0.719324565998065,0.777202788238181,1.12608832862272
china,nsga-ii,MdMRE-,2,0.610497144770529,0.666109271118,0.719519325889695,0.863653070835518,1.1728522004361
china,moead,MdMRE-,2,0.57336342764697,0.648985490797389,0.741188986891039,0.78731131810684,1.21432213634369
china,random300,MdMRE-,3,0.615014525759341,0.682493343063015,0.747859326348618,0.954216812907676,1.46883043970637
china,tpe,MdMRE-,4,0.633902837180647,0.677158567951175,0.754823508850589,0.898419439176938,1.56130351009044
china,sway,MdMRE-,4,0.633378448519191,0.68388383129986,0.77795013479077,0.906373150299758,1.45651472859306
china,nsga-iii,MdMRE-,5,0.62988013721383,0.709868342585131,0.838589740017385,1.060851286403,1.45064609359697
china,default,MMRE-,1,1.23953642622931,1.56056717968915,1.68908173632924,2.07129795240309,2.48416017688632
china,random60,MMRE-,2,1.58265357279293,1.91023532366257,2.0221643489257,2.49616979367723,4.05485443879596
china,moead,MMRE-,2,1.44773168332012,1.8132387802469,2.15788018867549,2.43636584340965,4.58709668529182
china,random150,MMRE-,2,1.43575482874708,1.91290227044898,2.18373949928125,2.46103903958034,3.31349337875263
china,random300,MMRE-,3,1.34131041965579,2.08909669714154,2.47530332500919,3.2311385532622,4.11182795821352
china,nsga-ii,MMRE-,3,1.4348142263925,2.0126262785073,2.4847954109429,2.86143837822313,4.26067096849683
china,tpe,MMRE-,4,1.66504807251276,2.17328174292158,2.62282584324457,3.22277295479661,4.30475836144471
china,sway,MMRE-,4,1.31747997486822,2.1470969757157,2.79835838055625,3.13765994948139,4.06942797741059
china,nsga-iii,MMRE-,5,1.53239364406878,2.3155364499791,3.05255691682971,3.42884257436838,4.64787032652478
china,nsga-iii,PRED25+,5,0.108433734939759,0.143712574850299,0.150602409638554,0.167664670658683,0.215568862275449
china,random300,PRED25+,4,0.102409638554217,0.143712574850299,0.156626506024096,0.174698795180723,0.228915662650602
china,tpe,PRED25+,4,0.102409638554217,0.143712574850299,0.167664670658683,0.197604790419162,0.216867469879518
china,sway,PRED25+,4,0.102409638554217,0.144578313253012,0.173652694610778,0.198795180722892,0.22289156626506
china,random150,PRED25+,3,0.143712574850299,0.168674698795181,0.179640718562874,0.186746987951807,0.275449101796407
china,nsga-ii,PRED25+,3,0.13855421686747,0.168674698795181,0.179640718562874,0.192771084337349,0.228915662650602
china,random60,PRED25+,2,0.131736526946108,0.168674698795181,0.180722891566265,0.197604790419162,0.227544910179641
china,moead,PRED25+,2,0.150602409638554,0.168674698795181,0.186746987951807,0.198795180722892,0.227544910179641
china,default,PRED25+,1,0.13855421686747,0.168674698795181,0.203592814371257,0.215568862275449,0.253012048192771
china,random300,Pred40+,2,0.162650602409639,0.246987951807229,0.263473053892216,0.301204819277108,0.331325301204819
china,nsga-iii,Pred40+,2,0.168674698795181,0.22289156626506,0.271084337349398,0.301204819277108,0.329341317365269
china,tpe,Pred40+,2,0.156626506024096,0.22289156626506,0.27710843373494,0.311377245508982,0.337349397590361
china,nsga-ii,Pred40+,2,0.192771084337349,0.263473053892216,0.283132530120482,0.313253012048193,0.36144578313253
china,sway,Pred40+,2,0.174698795180723,0.227544910179641,0.289156626506024,0.301204819277108,0.329341317365269
china,default,Pred40+,1,0.228915662650602,0.283132530120482,0.301204819277108,0.331325301204819,0.367469879518072
china,random60,Pred40+,1,0.233532934131737,0.259036144578313,0.301204819277108,0.307228915662651,0.341317365269461
china,random150,Pred40+,1,0.228915662650602,0.283132530120482,0.301204819277108,0.311377245508982,0.349397590361446
